cell_id,safe_task_id,repository,task_type,condition,model,reasoning_effort,repeat,page_type,entry_path,entry_page_extension,entry_page_path_depth,entry_page_bytes,entry_page_lines,entry_page_heading_count,entry_page_link_count,entry_page_toctree_count,wiki_tokens,wiki_bytes,wiki_read_count,unique_wiki_pages,repeated_wiki_page_reads,entry_read_count,beyond_entry_reads,wiki_reads_before_source,returned_to_wiki_after_source,literal_entry_before_source,unresolved_mixed_access_count,mixed_accesses_after_entry,first_page_share,wiki_share_of_56k_input_budget,page_1_tokens,page_1_bytes,page_1_path_count,page_1_is_entry,page_2_tokens,page_2_bytes,page_2_path_count,page_2_is_entry,page_3_tokens,page_3_bytes,page_3_path_count,page_3_is_entry,page_4_tokens,page_4_bytes,page_4_path_count,page_4_is_entry,page_5_tokens,page_5_bytes,page_5_path_count,page_5_is_entry,pages_after_5_tokens,source_output_tokens,source_output_bytes,gold_seen_any,gold_seen_by_3_source_actions,gold_targeted_any,gold_parent_seen_any,prediction_seen_fraction,unique_targeted_source_files,non_gold_files_before_gold_or_end,first_gold_source_step,source_action_count,aligned_output_count,provider_input_tokens,provider_cached_input_tokens,provider_output_tokens,provider_reasoning_tokens,provider_total_tokens,elapsed_seconds,agent_step_count,recall_at_1,recall_at_3,recall_at_5,hit_at_1,reciprocal_rank,ndcg_at_3,returned_set_precision,returned_set_f1,prediction_count,gold_file_count,matched_gold_file_count
4d6f073bc384cb3f18604b52aa40e0d5d51ecdbd3e33c83c4f488d886f83c825,d52482164f390649348a572d1cc0b03b9d265df1746cef6cff70c359a399a5c6,ansible/ansible,NO_EXPLICIT_LOCATOR_CLUE,FUNCTIONAL_REQUIRED_BEFORE_SOURCE,gpt-5.6-terra,medium,1,curated_navigation_hub,docs/docsite/rst/core_index.rst,.rst,4,4349,90,2,0,6,937,4349,1,1,0,1,0,1,0,1,4,4,1.0,0.01673214285714286,937,4349,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1,4,5,80575,64000,685,201,81260,23.54,5,0.5,0.5,0.5,1.0,1.0,0.6131471927654584,1.0,0.6666666666666666,1,2,1
50500670f0eb8451e25d0f4142b1701af9917f1ed14469c53cd013ba4a9157bb,d52482164f390649348a572d1cc0b03b9d265df1746cef6cff70c359a399a5c6,ansible/ansible,NO_EXPLICIT_LOCATOR_CLUE,FUNCTIONAL_OPTIONAL,gpt-5.6-terra,medium,1,curated_navigation_hub,docs/docsite/rst/core_index.rst,.rst,4,4349,90,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,9732,6912,38,12,9770,4.411,0,0.5,0.5,0.5,1.0,1.0,0.6131471927654584,1.0,0.6666666666666666,1,2,1
247e4250236299bdda241f1eb95517800c57ead841fe69279be362ccf3eb7baa,858a1cb4eac7b6ea9cf4e883623f219cfaf9b5fcfcb942eec931dd5cb71fbc6e,ansible/ansible,NO_EXPLICIT_LOCATOR_CLUE,FUNCTIONAL_OPTIONAL,gpt-5.6-terra,medium,1,curated_navigation_hub,docs/docsite/rst/index.rst,.rst,4,3904,105,2,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2,4,4,53528,43776,550,129,54078,26.761,4,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3,1,1
a214917d3ce7b1a73eb4a55610f9b7f0bb808fe972355e349b9ca1a07e3b0d77,858a1cb4eac7b6ea9cf4e883623f219cfaf9b5fcfcb942eec931dd5cb71fbc6e,ansible/ansible,NO_EXPLICIT_LOCATOR_CLUE,NO_DOC_GUIDANCE,gpt-5.6-terra,medium,1,curated_navigation_hub,docs/docsite/rst/index.rst,.rst,4,3904,105,2,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3,5,5,69705,58880,1003,211,70708,35.68,5,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3,1,1
5d73399dcaebb68c8de9f7cd7de96a54fabe9d628e92f7b3515d56fe8d800568,858a1cb4eac7b6ea9cf4e883623f219cfaf9b5fcfcb942eec931dd5cb71fbc6e,ansible/ansible,NO_EXPLICIT_LOCATOR_CLUE,FUNCTIONAL_REQUIRED_BEFORE_SOURCE,gpt-5.6-terra,medium,1,curated_navigation_hub,docs/docsite/rst/index.rst,.rst,4,3904,105,2,0,10,882,3904,1,1,0,1,0,1,0,1,3,3,1.0,0.01575,882,3904,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,2,5,6,118196,96512,1302,303,119498,39.21,6,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,2,1,1
5f4b9eba11905c66f78eae93faf7b44f9c59786108901bc8f7350dc4fe2817ec,9cdb8c8581f977b75ab94a922b6819fee5fc4febdd6a73f230ae112f0602be7b,ansible/ansible,NO_EXPLICIT_LOCATOR_CLUE,FUNCTIONAL_OPTIONAL,gpt-5.6-terra,medium,1,curated_navigation_hub,docs/docsite/rst/core_index.rst,.rst,4,4801,110,2,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282,6051,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2,4,4,54459,43776,1236,593,55695,33.47,4,0.1,0.3,0.4,1.0,1.0,1.0,0.8,0.5333333333333333,5,10,4
0a12d890321692f40a83f6cb40b90db374409b4269e341518100563f1a4e0ceb,9cdb8c8581f977b75ab94a922b6819fee5fc4febdd6a73f230ae112f0602be7b,ansible/ansible,NO_EXPLICIT_LOCATOR_CLUE,FUNCTIONAL_REQUIRED_BEFORE_SOURCE,gpt-5.6-terra,medium,1,curated_navigation_hub,docs/docsite/rst/core_index.rst,.rst,4,4801,110,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,2145,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,2,3,44826,33792,622,323,45448,22.814,3,0.0,0.2,0.4,0.0,0.5,0.5307212739772434,0.8,0.5333333333333333,5,10,4
6cd4b28ee478f44990b864418e95ac0737cfcc50bdc9562c5f65bb4d926854f1,9cdb8c8581f977b75ab94a922b6819fee5fc4febdd6a73f230ae112f0602be7b,ansible/ansible,NO_EXPLICIT_LOCATOR_CLUE,NO_DOC_GUIDANCE,gpt-5.6-terra,medium,1,curated_navigation_hub,docs/docsite/rst/core_index.rst,.rst,4,4801,110,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3013,13538,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2,5,5,68908,48640,1434,734,70342,37.651,5,0.0,0.2,0.4,0.0,0.5,0.5307212739772434,0.8,0.5333333333333333,5,10,4
4cb586a94876b83b31b1ab910e47586b206fde7fcb0aab1728d448e7b5503c4b,51a21eb933973737e7ea45232e398cb7b6eb9fc6141e60781f0b7f272cf6580e,ansible/ansible,NO_EXPLICIT_LOCATOR_CLUE,FUNCTIONAL_REQUIRED_BEFORE_SOURCE,gpt-5.6-terra,medium,1,curated_navigation_hub,docs/docsite/rst/index.rst,.rst,4,4128,105,2,0,10,940,4128,1,1,0,1,0,1,0,1,5,5,1.0,0.016785714285714286,940,4128,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2,5,6,101300,82176,1079,478,102379,42.117,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
49c83996b227f5aec978ba3d352a2cb19544c2db8857916e80a6ba065ba3dba4,51a21eb933973737e7ea45232e398cb7b6eb9fc6141e60781f0b7f272cf6580e,ansible/ansible,NO_EXPLICIT_LOCATOR_CLUE,NO_DOC_GUIDANCE,gpt-5.6-terra,medium,1,curated_navigation_hub,docs/docsite/rst/index.rst,.rst,4,4128,105,2,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,4,7,7,99849,74752,1075,443,100924,33.711,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
d4988d74e757b3dc4e7e9ef4a02b35fe1b01f496ddf2534a8643fee457be75e3,51a21eb933973737e7ea45232e398cb7b6eb9fc6141e60781f0b7f272cf6580e,ansible/ansible,NO_EXPLICIT_LOCATOR_CLUE,FUNCTIONAL_OPTIONAL,gpt-5.6-terra,medium,1,curated_navigation_hub,docs/docsite/rst/index.rst,.rst,4,4128,105,2,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,2,2,30193,22784,420,138,30613,16.107,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
12bf734fe2878813bc658118dc5749b00d8e295142a74ce3c004515bd827041e,f240d464581e92b5f5f164a5f69350f92bbb73f8026c233b368a7f575e12b21a,ansible/ansible,NO_EXPLICIT_LOCATOR_CLUE,FUNCTIONAL_REQUIRED_BEFORE_SOURCE,gpt-5.6-terra,medium,1,curated_navigation_hub,docs/docsite/rst/core_index.rst,.rst,4,4349,90,2,0,6,937,4349,1,1,0,1,0,1,0,1,4,4,1.0,0.01673214285714286,937,4349,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3060,13109,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3,5,6,84478,66816,978,240,85456,33.584,6,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,2,1,1
a3c5a4f82868e449e500feeb187703e2bfc70ce672719d0e81a15ae91b3fd289,f240d464581e92b5f5f164a5f69350f92bbb73f8026c233b368a7f575e12b21a,ansible/ansible,NO_EXPLICIT_LOCATOR_CLUE,FUNCTIONAL_OPTIONAL,gpt-5.6-terra,medium,1,curated_navigation_hub,docs/docsite/rst/core_index.rst,.rst,4,4349,90,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,9851,6912,138,84,9989,6.391,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
8276f6236649204efa3c5828d886df1f52f347bc498a56a78e8b1a9e97a54b79,f240d464581e92b5f5f164a5f69350f92bbb73f8026c233b368a7f575e12b21a,ansible/ansible,NO_EXPLICIT_LOCATOR_CLUE,NO_DOC_GUIDANCE,gpt-5.6-terra,medium,1,curated_navigation_hub,docs/docsite/rst/core_index.rst,.rst,4,4349,90,2,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,998,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2,3,3,50072,37888,668,170,50740,22.695,3,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3,1,1
8f5c17c3d99fa55ea36a75c93a3b99885e7ae62821affc6ff4dc91130e095193,4247d1d64cd8d914a0c11bdc11e306ca01609c76bd981504adf1692bb8aa9bd7,ansible/ansible,EXPLICIT_LOCATOR_CLUE,FUNCTIONAL_OPTIONAL,gpt-5.6-terra,low,1,curated_navigation_hub,docs/docsite/rst/core_index.rst,.rst,4,4566,99,2,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,1.0,0.0,1.0,1.0,1.0,9.0,1.0,4,8,8,130370,105216,1221,318,131591,40.797,8,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.46927872602275644,0.2,0.25,5,3,1
2becaa21cf6dcf19eeecf00e6af4cba4dd706f4c146e136659bd3a21aab06325,4247d1d64cd8d914a0c11bdc11e306ca01609c76bd981504adf1692bb8aa9bd7,ansible/ansible,EXPLICIT_LOCATOR_CLUE,NO_DOC_GUIDANCE,gpt-5.6-terra,low,1,curated_navigation_hub,docs/docsite/rst/core_index.rst,.rst,4,4566,99,2,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3160,13964,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2,7,7,107469,82944,1354,291,108823,40.244,7,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.46927872602275644,0.3333333333333333,0.3333333333333333,3,3,1
95a96cb2954aa1e688c3aa1f3635f79fd7b1a10d0837a613788400fa84fe3d63,4247d1d64cd8d914a0c11bdc11e306ca01609c76bd981504adf1692bb8aa9bd7,ansible/ansible,EXPLICIT_LOCATOR_CLUE,FUNCTIONAL_REQUIRED_BEFORE_SOURCE,gpt-5.6-terra,low,1,curated_navigation_hub,docs/docsite/rst/core_index.rst,.rst,4,4566,99,2,0,7,996,4566,1,1,0,1,0,1,0,1,5,5,1.0,0.017785714285714287,996,4566,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3,7,8,112943,98048,995,272,113938,38.66,8,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.7039180890341347,0.75,0.8571428571428571,4,3,3
fecee992a59159de1a623c99f8ea986ebe2ee6297cc8ac1b2be82dcd6322037a,f240d464581e92b5f5f164a5f69350f92bbb73f8026c233b368a7f575e12b21a,ansible/ansible,NO_EXPLICIT_LOCATOR_CLUE,FUNCTIONAL_OPTIONAL,gpt-5.6-terra,low,1,curated_navigation_hub,docs/docsite/rst/core_index.rst,.rst,4,4349,90,2,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2,4,4,57723,45824,714,160,58437,26.236,4,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,2,1,1
d50d64f3c7105653572b6263c96aae0a961d35fbc37d9d09d0a56622e91c64c9,f240d464581e92b5f5f164a5f69350f92bbb73f8026c233b368a7f575e12b21a,ansible/ansible,NO_EXPLICIT_LOCATOR_CLUE,FUNCTIONAL_REQUIRED_BEFORE_SOURCE,gpt-5.6-terra,low,1,curated_navigation_hub,docs/docsite/rst/core_index.rst,.rst,4,4349,90,2,0,6,937,4349,1,1,0,1,0,1,0,1,1,1,1.0,0.01673214285714286,937,4349,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2588,10798,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2,4,5,72147,52736,592,163,72739,27.627,5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,2,1,1
3428747ac8e5977d0734bd3540c2b883f432f1c46514d9e85752592a74f6b1fc,f240d464581e92b5f5f164a5f69350f92bbb73f8026c233b368a7f575e12b21a,ansible/ansible,NO_EXPLICIT_LOCATOR_CLUE,NO_DOC_GUIDANCE,gpt-5.6-terra,low,1,curated_navigation_hub,docs/docsite/rst/core_index.rst,.rst,4,4349,90,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,9760,6912,73,19,9833,5.45,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
41d82a9e67176140d5be2be1202a8bf18e2b846f8a1acd76eaa403551ef01edb,9cdb8c8581f977b75ab94a922b6819fee5fc4febdd6a73f230ae112f0602be7b,ansible/ansible,NO_EXPLICIT_LOCATOR_CLUE,FUNCTIONAL_REQUIRED_BEFORE_SOURCE,gpt-5.6-terra,low,1,curated_navigation_hub,docs/docsite/rst/core_index.rst,.rst,4,4801,110,2,0,8,1065,4801,1,1,0,1,0,1,0,1,2,2,1.0,0.019017857142857142,1065,4801,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,4774,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2,5,6,84797,68864,1138,412,85935,42.94,6,0.0,0.2,0.4,0.0,0.5,0.5307212739772434,0.8,0.5333333333333333,5,10,4
a0377e1d2512f59e106bf27156a0f6d7e82b396eccc043a16198e7c7f1b5b842,9cdb8c8581f977b75ab94a922b6819fee5fc4febdd6a73f230ae112f0602be7b,ansible/ansible,NO_EXPLICIT_LOCATOR_CLUE,NO_DOC_GUIDANCE,gpt-5.6-terra,low,1,curated_navigation_hub,docs/docsite/rst/core_index.rst,.rst,4,4801,110,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2,3,3,41170,32768,703,288,41873,25.558,3,0.0,0.2,0.4,0.0,0.5,0.5307212739772434,0.8,0.5333333333333333,5,10,4
3540032e7284fce8ddfbbd11b5fafbb5550cc3f3ca1cf9f21deabfe997544244,9cdb8c8581f977b75ab94a922b6819fee5fc4febdd6a73f230ae112f0602be7b,ansible/ansible,NO_EXPLICIT_LOCATOR_CLUE,FUNCTIONAL_OPTIONAL,gpt-5.6-terra,low,1,curated_navigation_hub,docs/docsite/rst/core_index.rst,.rst,4,4801,110,2,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3299,15363,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2,5,5,70834,55808,1163,601,71997,45.152,5,0.0,0.2,0.4,0.0,0.5,0.5307212739772434,0.8,0.5333333333333333,5,10,4
